Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2008:Q2,Next9,24274109,26873849,6389723,958026,4321310,5152779,2318220,2776520,4957271,2599740,2178084,219199,202457
2008:Q2,Next40,19712936,25364938,9508223,1872512,1644165,4760197,2110998,1230519,4238325,5652002,4575890,953390,122722
2008:Q2,Bottom50,914061,5913146,3318485,1118886,110042,206213,299333,180065,680122,4999084,3488180,1389593,121311
2008:Q3,TopPt1,6774803,6874376,641143,236616,2109950,172625,85237,1599605,2029200,99573,48776,8262,42535
2008:Q3,RemainingTop1,10283405,10801778,2082686,359524,2824584,604889,604752,1923107,2402236,518373,374219,53253,90901
2008:Q3,Next9,23521987,26120633,6252790,968043,3787343,5180700,2192102,2657660,5081994,2598646,2147626,218014,233006
2008:Q3,Next40,19242887,24877871,9229650,1892362,1482302,4810674,1946595,1218249,4298039,5634984,4530805,949559,154620
2008:Q3,Bottom50,700669,5799585,3235141,1121188,91001,205808,280038,180143,686265,5098916,3524738,1414725,159453
2008:Q4,TopPt1,6137054,6235910,634483,245560,1521692,173883,79536,1448285,2132471,98855,49653,8795,40407
2008:Q4,RemainingTop1,9781478,10294776,2032660,347521,2215199,620146,547846,1851048,2680355,513297,376004,55815,81478
2008:Q4,Next9,22348151,24844338,6131452,964168,2978253,5190686,1938402,2488961,5152416,2496187,2118947,216344,160896
2008:Q4,Next40,18684935,24211618,8987924,1894773,1236889,4847696,1682050,1188390,4373896,5526683,4473475,942114,111094
2008:Q4,Bottom50,563861,5619644,3109106,1114225,63968,204790,248034,179725,699796,5055783,3532371,1420721,102691
2009:Q1,TopPt1,5795418,5892424,627553,247825,1295276,175363,78375,1301485,2166548,97007,50533,8232,38242
2009:Q1,RemainingTop1,9518661,10034624,1977764,336525,1983079,633314,533060,1777841,2793040,515963,381265,56499,78199
2009:Q1,Next9,21756898,24202270,5999323,965978,2676750,5182217,1893601,2322575,5161826,2445372,2098509,202632,144231
2009:Q1,Next40,18309108,23753815,8743884,1896223,1134852,4870942,1602090,1156879,4348946,5444708,4441469,900596,102643
2009:Q1,Bottom50,407287,5487129,3018789,1105505,53043,203139,238876,178790,688987,5079842,3576500,1410183,93159
2009:Q2,TopPt1,5821928,5923077,628608,241490,1671415,176499,83589,1120160,2001316,101149,52569,8671,39909
2009:Q2,RemainingTop1,9744388,10259662,1922978,327450,2405294,650150,574180,1677587,2702024,515274,375825,58626,80823
2009:Q2,Next9,22147919,24593327,5880945,979189,3257643,5205790,2102314,2116687,5050760,2445408,2101540,198653,145215
2009:Q2,Next40,18312794,23720603,8501387,1902472,1294834,4918303,1753314,1109391,4240902,5407809,4411829,884900,111080
2009:Q2,Bottom50,415564,5494696,3010868,1097914,68578,202590,260256,176886,677604,5079132,3577318,1398023,103791
2009:Q3,TopPt1,6185898,6290504,632848,230338,2058863,177630,89078,1073907,2027840,104607,53455,9188,41964
2009:Q3,RemainingTop1,10193837,10717736,1881468,318630,2834915,667354,618057,1662253,2735059,523898,378477,60807,84614
2009:Q3,Next9,22943534,25363571,5790268,993039,3848876,5232499,2328192,2053230,5117468,2420037,2075454,196271,148312
2009:Q3,Next40,18518970,23879416,8325654,1902993,1454277,4968158,1918280,1107631,4202423,5360446,4361787,877407,121252
2009:Q3,Bottom50,383359,5508857,3007167,1086268,84588,202154,283283,175936,669461,5125498,3594218,1415038,116242
2009:Q4,TopPt1,6152805,6261003,640128,243670,2117032,178955,91574,1006795,1982849,108198,55281,9864,43053
2009:Q4,RemainingTop1,10254732,10778296,1865742,307373,2912686,683057,636081,1631123,2742234,523564,373566,62982,87016
2009:Q4,Next9,23127235,25546655,5775471,996865,3965168,5245716,2440875,1966917,5155644,2419420,2072181,193736,153503
2009:Q4,Next40,18544702,23868265,8185382,1922752,1476761,5008128,1974096,1096555,4204591,5323563,4323833,868180,131550
2009:Q4,Bottom50,330634,5469445,2950543,1089473,86143,201258,291885,174542,675602,5138811,3588731,1420255,129825
2010:Q1,TopPt1,6348994,6465922,651356,243020,2261045,179404,94682,1029226,2007189,116928,56788,9907,50233
2010:Q1,RemainingTop1,10506557,11040139,1856576,296951,3082186,708099,655475,1661010,2779842,533582,367144,63763,102675
2010:Q1,Next9,23628480,26033864,5770969,1002998,4205291,5341445,2550076,1978964,5184121,2405384,2053398,182833,169153
2010:Q1,Next40,18764231,24012998,8120505,1926523,1534725,5110108,2033932,1119402,4167803,5248767,4255577,833900,159290
2010:Q1,Bottom50,319556,5428744,2915119,1081311,91462,203211,301446,174541,661654,5109188,3549851,1402654,156683
2010:Q2,TopPt1,6235491,6356394,664965,244420,2002915,179530,93540,1128725,2042299,120903,58941,10698,51264
2010:Q2,RemainingTop1,10337867,10868216,1848899,285630,2822784,726044,634141,1745387,2805331,530349,358216,66187,105946
2010:Q2,Next9,23465370,25874276,5783364,1004153,3865605,5441503,2469714,2076724,5233213,2408906,2057400,180657,170849
2010:Q2,Next40,18547641,23755443,8021770,1925826,1427571,5175674,1919331,1173023,4112248,5207803,4216513,824165,167125
2010:Q2,Bottom50,293550,5380911,2915645,1070882,79237,202844,288160,175993,648150,5087361,3524235,1396747,166379
2010:Q3,TopPt1,6586052,6708126,669803,240104,2304734,179388,98271,1171624,2044203,122074,60352,11661,50061
2010:Q3,RemainingTop1,10766270,11293041,1826576,275703,3162986,747738,671125,1791147,2817766,526772,355024,68804,102944
2010:Q3,Next9,24347609,26736914,5732759,1013510,4336506,5574566,2671908,2113679,5293986,2389305,2043172,181118,165015
2010:Q3,Next40,18855747,24013523,7927527,1929304,1552123,5266534,2053252,1204943,4079840,5157777,4166622,825099,166056
2010:Q3,Bottom50,319351,5418585,2933924,1061744,91450,203644,307199,176674,643950,5099234,3513258,1417045,168931
2010:Q4,TopPt1,6906510,7026017,660286,258821,2562944,166883,99514,1223801,2053769,119507,57349,13327,48831
2010:Q4,RemainingTop1,11118545,11647844,1831275,280511,3406263,769407,702223,1790212,2867953,529299,353331,69360,106608
2010:Q4,Next9,25011238,27406329,5699213,1003056,4682481,5697241,2801277,2164064,5358997,2395091,2016522,201872,176697
2010:Q4,Next40,19170669,24351766,7846279,1926309,1670609,5370183,2204182,1203853,4130351,5181097,4130127,885325,165645
2010:Q4,Bottom50,239436,5300593,2784088,1066806,100890,208364,320081,172248,648116,5061157,3407351,1476927,176879
2011:Q1,TopPt1,7159595,7274873,648886,269327,2791972,155147,101467,1263143,2044931,115278,55691,12767,46820
2011:Q1,RemainingTop1,11382639,11903057,1819481,287655,3615765,782974,724895,1779751,2892536,520419,347049,65066,108304
2011:Q1,Next9,25379321,27802621,5604922,1005460,4983393,5747196,2854370,2200691,5406589,2423300,2035626,195971,191703
2011:Q1,Next40,19341294,24529261,7716853,1930983,1776410,5419578,2318010,1197402,4170025,5187967,4153186,869201,165580
2011:Q1,Bottom50,245775,5250114,2699820,1074838,109020,210570,328949,167524,659393,5004340,3332237,1485305,186798
2011:Q2,TopPt1,7265767,7375767,647949,293825,2793097,143440,100684,1301917,2094855,110000,53375,12768,43857
2011:Q2,RemainingTop1,11446092,11961143,1836468,292662,3585037,796048,729798,1768271,2952859,515050,345308,62561,107181
2011:Q2,Next9,25530236,27959079,5611694,996773,4959938,5791942,2845406,2236914,5516411,2428843,2036721,199710,192412
2011:Q2,Next40,19445923,24641292,7637514,1938820,1791727,5465411,2357517,1190398,4259904,5195368,4161584,878325,155459
2011:Q2,Bottom50,266192,5213051,2645438,1086994,107173,212601,327250,162694,670901,4946859,3263679,1499712,183468
2011:Q3,TopPt1,6905351,7012029,641897,286339,2292178,131983,95206,1354073,2210352,106677,51259,13002,42416
2011:Q3,RemainingTop1,10982123,11493063,1830496,302623,3027591,805813,690011,1764927,3071603,510940,342356,59763,108821
2011:Q3,Next9,24712116,27151301,5535436,1013056,4223646,5806333,2617563,2287634,5667633,2439184,2043320,204079,191785
2011:Q3,Next40,19213659,24429150,7633581,1939098,1606283,5488760,2195901,1187948,4377579,5215490,4174880,892058,148552
2011:Q3,Bottom50,271015,5181334,2650025,1089513,83486,213587,300338,157896,686488,4910318,3193955,1533273,183090
2011:Q4,TopPt1,7150394,7253345,633137,301260,2479583,120038,97040,1424927,2197360,102951,48757,13211,40983
2011:Q4,RemainingTop1,11263954,11774860,1837297,308257,3192917,820719,716725,1772733,3126213,510906,342839,57345,110722
2011:Q4,Next9,25164821,27605028,5501130,1005779,4466636,5865743,2709044,2358239,5698457,2440207,2041785,210688,187734
2011:Q4,Next40,19493531,24730132,7584365,1935655,1698452,5546188,2334863,1191664,4438945,5236601,4186198,910757,139646
2011:Q4,Bottom50,256730,5137498,2570038,1093703,89648,216138,310813,153105,704053,4880767,3136154,1564225,180388
2012:Q1,TopPt1,7547556,7646664,629185,328242,2882692,107945,99518,1455003,2144079,99108,47072,12826,39210
2012:Q1,RemainingTop1,11707649,12209131,1852453,312648,3580348,836821,755302,1752843,3118716,501482,335732,53047,112703
2012:Q1,Next9,25905011,28367434,5496737,992757,5010957,5935102,2879996,2385247,5666639,2462423,2056256,206634,199533
2012:Q1,Next40,19830567,25066454,7482752,1940605,1875270,5611305,2535645,1179946,4440931,5235887,4198450,899246,138191
2012:Q1,Bottom50,277644,5086947,2475778,1104664,105155,219040,327577,147783,706950,4809303,3048803,1573288,187212
2012:Q2,TopPt1,7580067,7675165,642633,329444,2782162,96105,98994,1533130,2192697,95098,44689,13023,37386
2012:Q2,RemainingTop1,11660763,12159644,1878352,320669,3442079,848965,749271,1762693,3157615,498881,334414,50238,114229
2012:Q2,Next9,25864993,28333588,5539352,997424,4843884,5968348,2786025,2463065,5735489,2468595,2055369,212549,200677
2012:Q2,Next40,19878785,25129457,7537584,1935686,1852836,5649490,2526935,1184653,4442274,5250673,4204819,915182,130672
2012:Q2,Bottom50,350638,5115821,2524078,1105740,98712,220696,319990,142648,703957,4765183,2979449,1599476,186258
2012:Q3,TopPt1,7940058,8030422,653943,334149,3003099,83986,100640,1636695,2217910,90364,41671,13035,35658
2012:Q3,RemainingTop1,12018581,12520597,1915648,328167,3636089,863645,771852,1786807,3218388,502016,338796,47392,115828
2012:Q3,Next9,26493030,28960463,5601851,999212,5127304,6023636,2861264,2567057,5780140,2467433,2042910,218442,206081
2012:Q3,Next40,20320074,25590637,7654685,1931339,1956909,5704344,2658005,1197053,4488301,5270562,4211378,932997,126187
2012:Q3,Bottom50,384914,5144509,2533654,1107740,106215,223118,327991,137380,708410,4759595,2931672,1638587,189336
2012:Q4,TopPt1,8049835,8137519,661723,343736,3037991,71861,100625,1699283,2222301,87684,40594,14025,33065
2012:Q4,RemainingTop1,12128893,12615557,1950854,335448,3636087,877305,778524,1783476,3253862,486664,327509,44503,114652
2012:Q4,Next9,26743765,29241051,5654807,1000675,5148535,6069210,2857270,2627372,5883181,2497286,2070250,228878,198158
2012:Q4,Next40,20582604,25885849,7746618,1933410,1988275,5751986,2716374,1194236,4554950,5303246,4230587,959864,112795
2012:Q4,Bottom50,465625,5149025,2519872,1114171,105561,225208,326907,131652,725654,4683400,2835646,1665636,182118
2013:Q1,TopPt1,8518662,8598126,682406,363302,3495739,58462,103247,1763002,2131968,79464,35493,12283,31688
2013:Q1,RemainingTop1,12633697,13139229,2019553,340910,4069944,907559,808642,1779341,3213281,505532,347840,40566,117126
2013:Q1,Next9,27839039,30286769,5810028,992274,5757312,6263397,2973949,2688338,5801471,2447730,2015927,222684,209119
2013:Q1,Next40,21277487,26558183,7932568,1934730,2182429,5911161,2891003,1190875,4515418,5280696,4222610,945677,112409
2013:Q1,Bottom50,452755,5168872,2498017,1121875,123350,232442,339106,125710,728373,4716117,2833122,1692563,190432
2013:Q2,TopPt1,8626249,8702241,711886,367365,3562451,44207,103512,1909461,2003358,75991,33133,12446,30412
2013:Q2,RemainingTop1,12702842,13207540,2080595,348245,4099416,927041,814804,1823714,3113726,504698,347264,37480,119954
2013:Q2,Next9,28250781,30718172,5958184,992472,5819336,6452083,2964662,2834314,5697121,2467391,2019758,229976,217657
2013:Q2,Next40,21637952,26952482,8127752,1926905,2225716,6053683,2952292,1213684,4452449,5314529,4239650,963934,110945
2013:Q2,Bottom50,547608,5236414,2561257,1121833,123990,241092,337710,119643,730888,4688806,2774257,1716357,198192
2013:Q3,TopPt1,8995255,9067051,732428,361957,3791617,29736,105655,2061563,1984094,71796,30974,12735,28087
2013:Q3,RemainingTop1,13087352,13588593,2149151,357485,4293854,948029,840601,1868750,3130723,501241,347203,34316,119722
2013:Q3,Next9,29089016,31577136,6060369,1003434,6104760,6654814,3066902,2984469,5702389,2488120,2033414,237383,217323
2013:Q3,Next40,22299925,27662040,8374492,1921860,2330462,6206545,3114073,1236463,4478144,5362116,4274606,985799,101711
2013:Q3,Bottom50,654604,5341413,2636622,1121726,131711,250239,347314,113166,740635,4686809,2732384,1760064,194361
2013:Q4,TopPt1,9277454,9353809,746372,368607,4037558,33108,115987,2107073,1945105,76355,32052,13268,31035
2013:Q4,RemainingTop1,13490127,14011708,2185905,356195,4584997,934988,869330,1954081,3126211,521581,356547,38775,126259
2013:Q4,Next9,29944551,32470467,6170196,997667,6421340,6904767,3271471,2980656,5724369,2525915,2018361,244072,263482
2013:Q4,Next40,22770462,28224179,8560195,1933854,2403009,6340287,3238733,1248597,4499504,5453716,4297837,1017711,138168
2013:Q4,Bottom50,653417,5361831,2625114,1121011,139078,252758,361516,114560,747795,4708414,2692327,1776641,239446
2014:Q1,TopPt1,9607120,9685400,759727,384590,4302234,37495,123713,2095969,1981673,78280,33578,13143,31559
2014:Q1,RemainingTop1,13918680,14448511,2240633,352837,4894843,906269,873833,2003485,3176610,529831,361481,41611,126739
2014:Q1,Next9,30662750,33182883,6293640,980391,6764850,7017075,3348702,2919838,5858387,2520133,2009023,239808,271302
2014:Q1,Next40,23071622,28553605,8686060,1941725,2483971,6369959,3245470,1242415,4584005,5481983,4315574,1020599,145810
2014:Q1,Bottom50,694202,5354717,2600993,1119525,147274,250480,362102,115892,758451,4660515,2632822,1781654,246039
2014:Q2,TopPt1,9984412,10065751,780527,392111,4561436,41856,132445,2182478,1974899,81340,35373,14046,31921
2014:Q2,RemainingTop1,14384937,14923673,2294246,351597,5198550,877890,887117,2111096,3203177,538736,365546,46030,127160
2014:Q2,Next9,31425534,33956536,6423305,975984,7101426,7134761,3470686,2960695,5889679,2531002,2008531,248571,273900
2014:Q2,Next40,23407611,28960602,8861292,1957083,2563890,6403209,3296834,1268229,4610065,5552990,4344851,1057372,150767
2014:Q2,Bottom50,790100,5418472,2646946,1120769,155230,248350,367923,117313,761941,4628373,2580703,1797983,249687
2014:Q3,TopPt1,10045712,10127448,794403,408101,4472620,46338,138941,2273043,1994002,81736,37057,14856,29823
2014:Q3,RemainingTop1,14485837,15027562,2352914,349523,5142783,847650,878739,2220523,3235430,541725,371325,50208,120192
2014:Q3,Next9,31683490,34185058,6555007,968482,6954999,7238329,3475218,3006741,5986281,2501568,2008010,255358,238200
2014:Q3,Next40,23564315,29164432,9051941,1979826,2511437,6425339,3243894,1295648,4656347,5600117,4379999,1091857,128261
2014:Q3,Bottom50,821085,5409770,2641433,1127596,148064,245694,361833,118773,766377,4588686,2539526,1830666,218494
2014:Q4,TopPt1,10311134,10395087,801875,425841,4648859,50750,146725,2345957,1975080,83953,38733,15618,29602
2014:Q4,RemainingTop1,14834853,15386024,2402113,346392,5359324,818461,885529,2318287,3255917,551171,377378,54627,119166
2014:Q4,Next9,32250132,34754231,6657376,954275,7176967,7353036,3568762,3035584,6008231,2504099,2007822,263565,232712
2014:Q4,Next40,23783228,29455377,9183744,1994877,2560955,6455491,3267502,1317489,4675319,5672149,4416700,1127356,128093
2014:Q4,Bottom50,817662,5381975,2600605,1130374,152459,243395,364312,120230,770600,4564313,2500834,1848374,215105
2015:Q1,TopPt1,10550690,10635747,817963,440448,4756978,55233,154784,2401428,2008913,85056,39927,15202,29927
2015:Q1,RemainingTop1,15138868,15701665,2455471,343884,5504684,788202,891308,2404302,3313814,562797,385266,57090,120441
2015:Q1,Next9,32836135,35320526,6782404,943758,7304432,7460294,3647310,3047444,6134883,2484390,1992218,257761,234411
2015:Q1,Next40,24115080,29808410,9334082,2011015,2584822,6479618,3286623,1333747,4778503,5693330,4434645,1125067,133618
2015:Q1,Bottom50,863723,5385875,2582737,1133235,153929,240807,366613,121663,786891,4522152,2452426,1851946,217780
2015:Q2,TopPt1,10673905,10761551,840974,458916,4776627,59791,160946,2494874,1969423,87646,41429,15862,30355
2015:Q2,RemainingTop1,15299259,15877880,2519878,342405,5557455,756851,885784,2513684,3301823,578621,394214,61601,122806
2015:Q2,Next9,33151076,35647119,6939427,941602,7308978,7559916,3681995,3098924,6116277,2496043,1991366,266420,238257
2015:Q2,Next40,24229102,30012727,9510709,2045174,2574960,6497579,3254808,1362752,4766745,5783625,4480456,1161746,141423
2015:Q2,Bottom50,890671,5415142,2605560,1146989,151638,237922,362556,123210,787268,4524471,2430185,1872123,222163
2015:Q3,TopPt1,10406920,10496648,855879,453954,4356550,64510,163359,2548452,2053943,89727,43044,16597,30086
2015:Q3,RemainingTop1,15052094,15643776,2565918,343682,5151156,723166,849294,2597079,3413481,591682,402609,65806,123267
2015:Q3,Next9,32783738,35283120,7024111,952155,6700683,7641409,3558314,3110440,6296007,2499382,1993418,274104,231860
2015:Q3,Next40,24143457,30012881,9751298,2065111,2393972,6501382,3079178,1378704,4843235,5869423,4529186,1198329,141908
2015:Q3,Bottom50,895743,5429263,2657280,1148792,130747,234369,341821,124669,791585,4533519,2408610,1908269,216640
2015:Q4,TopPt1,10604914,10695542,863544,455630,4547599,69011,171378,2561371,2027009,90628,45082,15545,30001
2015:Q4,RemainingTop1,15344110,15947768,2607076,343700,5379919,692811,861856,2653379,3409027,603657,408552,67394,127711
2015:Q4,Next9,33322932,35821864,7095721,955902,6944553,7752790,3692116,3081408,6299374,2498932,2006959,262904,229069
2015:Q4,Next40,24506336,30419096,9945481,2084160,2451410,6527608,3137348,1381218,4891870,5912760,4588167,1176159,148434
2015:Q4,Bottom50,984091,5466060,2668484,1151232,135904,231848,348067,125994,804532,4481969,2388537,1878221,215211
2016:Q1,TopPt1,10753696,10845329,876066,472597,4622528,73594,178677,2536850,2085018,91634,46346,15261,30027
2016:Q1,RemainingTop1,15547608,16166227,2655567,341822,5486893,661335,865041,2683893,3471676,618618,417834,69806,130978
2016:Q1,Next9,33797865,36280332,7201658,950669,7026709,7856147,3767938,3015272,6461939,2482467,1996039,259273,227155
2016:Q1,Next40,24784728,30735995,10084053,2111295,2463840,6547410,3151562,1371165,5006670,5951267,4618957,1179061,153249
2016:Q1,Bottom50,1012140,5466983,2644047,1160860,136180,229020,349555,127137,820183,4454842,2354513,1888823,211506
2016:Q2,TopPt1,11042435,11136308,898202,500334,4770829,79433,185688,2620656,2081166,93873,47778,15745,30350
2016:Q2,RemainingTop1,15885857,16522456,2737626,338366,5670111,643501,870320,2784727,3477805,636599,428421,73998,134180
2016:Q2,Next9,34424441,36915303,7414262,937410,7211486,7935785,3868174,3059914,6488271,2490862,1994155,266692,230015
2016:Q2,Next40,25092568,31134028,10314349,2141532,2505432,6584279,3178050,1397624,5012762,6041460,4669207,1211863,160390
2016:Q2,Bottom50,1014085,5473139,2631575,1174081,139552,226454,352046,128727,820703,4459054,2339749,1908524,210781
2016:Q3,TopPt1,11249536,11346117,910583,484525,4930522,85263,193993,2680794,2060437,96581,49592,16441,30548
2016:Q3,RemainingTop1,16191356,16843885,2772928,341187,5864925,626083,883808,2869541,3485413,652529,436870,77973,137686
2016:Q3,Next9,34916382,37426164,7464023,955813,7412399,8019885,4004203,3081172,6488669,2509782,2002964,274236,232582
2016:Q3,Next40,25505635,31650702,10594403,2157610,2551870,6624388,3242504,1416266,5063661,6145067,4729449,1247538,168080
2016:Q3,Bottom50,1140454,5622636,2760698,1172056,143402,224027,359165,130233,833054,4482181,2327212,1945431,209538
2016:Q4,TopPt1,11204021,11302558,928961,471981,4934506,82061,188059,2690649,2006341,98537,49448,17062,32027
2016:Q4,RemainingTop1,16281725,16936371,2812656,340395,5986299,632132,873841,2841901,3449147,654646,444310,76460,133876
2016:Q4,Next9,35171566,37691524,7581833,977452,7500994,8056323,4029938,3102819,6442165,2519959,2028106,278932,212921
2016:Q4,Next40,25788937,31986065,10817932,2167541,2560237,6666026,3251380,1412154,5110795,6197128,4752748,1276567,167813
2016:Q4,Bottom50,1144916,5655137,2761493,1179360,141218,226238,366118,134937,845773,4510221,2317438,1987414,205369
2017:Q1,TopPt1,11495714,11596361,950375,471575,5195758,78693,184097,2702397,2013467,100647,49475,16532,34640
2017:Q1,RemainingTop1,16723264,17378745,2858342,338398,6380991,640425,888740,2815080,3456769,655481,450147,72527,132807
2017:Q1,Next9,36112561,38646423,7727658,994057,7950371,8111452,4209700,3126524,6526661,2533861,2056795,268835,208231
2017:Q1,Next40,26370800,32587945,10998301,2187008,2668146,6721940,3380107,1408579,5223864,6217145,4776683,1263640,176822
2017:Q1,Bottom50,1220282,5746648,2784143,1194164,149763,229121,386375,139702,863379,4526365,2304479,2008884,213002
2017:Q2,TopPt1,11768818,11872342,975101,461822,5317455,75352,178886,2874725,1989001,103524,49579,16889,37056
2017:Q2,RemainingTop1,17088932,17751980,2905498,336832,6632482,648143,893402,2892276,3443347,663048,456387,70460,136201
2017:Q2,Next9,36878847,39443754,7880875,1011721,8207656,8161814,4335666,3312272,6533749,2564907,2089128,270268,205511
2017:Q2,Next40,26765250,33048971,11203831,2194870,2721378,6774195,3463117,1458123,5233457,6283721,4808453,1283032,192236
2017:Q2,Bottom50,1303024,5868038,2873828,1200824,152464,231838,401560,145303,862221,4565014,2299325,2042082,223607
2017:Q3,TopPt1,11919453,12025775,996878,447566,5458612,71998,174169,2917744,1958807,106322,49676,17249,39397
2017:Q3,RemainingTop1,17397415,18063517,2951566,335557,6907539,655852,902124,2884032,3426847,666102,463523,68099,134480
2017:Q3,Next9,37558163,40147345,8013586,1030621,8494289,8212096,4481699,3367799,6547256,2589182,2122763,270740,195679
2017:Q3,Next40,27222100,33568082,11443715,2198210,2781633,6826383,3567187,1464410,5286544,6345982,4845843,1301974,198165
2017:Q3,Bottom50,1359778,5979146,2940131,1204200,155974,234555,419462,150349,874476,4619368,2301250,2091140,226978
2017:Q4,TopPt1,12255899,12365665,1012493,433699,5737237,68617,169570,2985293,1958755,109766,49698,17923,42145
2017:Q4,RemainingTop1,17908299,18582037,2984842,336022,7329455,663795,913879,2890712,3463332,673739,470827,66469,136443
2017:Q4,Next9,38493250,41120146,8112084,1060965,8974099,8264318,4648491,3448165,6612025,2626896,2153570,275795,197531
2017:Q4,Next40,27755185,34181584,11642391,2219196,2893515,6880052,3688417,1478507,5379506,6426399,4879553,1332949,213897
2017:Q4,Bottom50,1419568,6098635,2994724,1217755,165319,237345,439439,155562,888491,4679067,2300857,2137615,240595
2018:Q1,TopPt1,12258838,12370795,1039906,430911,5658772,65300,161110,3030770,1984027,111958,49763,17380,44815
2018:Q1,RemainingTop1,18044900,18721897,3051992,334918,7380886,670557,893304,2882548,3507692,676997,475460,62454,139083
2018:Q1,Next9,38910324,41550123,8311291,1083517,8960044,8306658,4646903,3506506,6735204,2639799,2180532,265138,194129
2018:Q1,Next40,28180634,34624408,11914810,2244125,2869781,6926177,3655942,1485188,5528386,6443775,4898430,1318309,227036
2018:Q1,Bottom50,1510823,6199495,3051405,1235409,159473,239785,441455,160739,911228,4688672,2282353,2156603,249716
2018:Q2,TopPt1,12385442,12499701,1057980,423799,5709622,61919,154417,3104674,1987290,114258,50058,17572,46628
2018:Q2,RemainingTop1,18291532,18974525,3088646,334162,7570758,678099,888584,2891512,3522764,682993,480725,59916,142352
2018:Q2,Next9,39496115,42160438,8435161,1107565,9127985,8355467,4729931,3593591,6810738,2664323,2217721,264287,182315
2018:Q2,Next40,28455761,34962852,12051295,2265200,2894949,6977257,3700927,1500843,5572381,6507091,4936535,1331365,239191
2018:Q2,Bottom50,1591289,6311486,3129112,1250174,159095,242460,452697,166096,911852,4720197,2281020,2185054,254123
2018:Q3,TopPt1,12665120,12782715,1071388,415160,5948000,58463,149660,3151202,1988842,117595,50348,18106,49141
2018:Q3,RemainingTop1,18724488,19410892,3119290,332965,7959359,686612,896582,2882560,3533525,686404,486866,57701,141837
2018:Q3,Next9,40342146,43036923,8532230,1128740,9558223,8412340,4867576,3653378,6884436,2694777,2256297,266378,172102
2018:Q3,Next40,28861061,35442514,12218455,2279816,2990202,7034513,3807880,1507468,5604179,6581452,4980179,1355345,245928
2018:Q3,Bottom50,1623314,6404028,3177543,1261036,166728,245426,471859,171396,910039,4780714,2286360,2237049,257305
2018:Q4,TopPt1,11669918,11789520,1074907,397874,4930831,55287,133177,3151675,2045769,119602,50430,18739,50433
2018:Q4,RemainingTop1,17772728,18466627,3128528,334100,7039484,690576,810073,2844541,3619325,693899,492879,55749,145271
2018:Q4,Next9,38962839,41672648,8559507,1163012,8248767,8431084,4527335,3667174,7075769,2709809,2286198,270400,153211
2018:Q4,Next40,28431832,35081877,12386161,2301895,2615186,7062683,3457140,1499251,5759561,6650045,5009669,1383488,256888
2018:Q4,Bottom50,1602890,6419623,3237417,1274723,120609,247037,436059,176562,927215,4816733,2280502,2278665,257566
2019:Q1,TopPt1,12753088,12875191,1095185,416906,5834405,51536,131701,3229491,2115967,122103,50320,18125,53658
2019:Q1,RemainingTop1,19092070,19782714,3199425,329691,8130810,703305,855043,2853731,3710709,690645,498676,51787,140182
2019:Q1,Next9,41321259,44026193,8784570,1169052,9607678,8523095,4882578,3758829,7300392,2704934,2307874,259724,137336
2019:Q1,Next40,29585814,36233518,12591665,2332808,2959650,7146819,3748780,1515557,5938239,6647705,5025489,1368572,253644
2019:Q1,Bottom50,1707397,6521042,3208552,1299474,156609,251262,476788,182116,946241,4813645,2263811,2296273,253561
2019:Q2,TopPt1,13054481,13178997,1109343,415150,5987939,48085,125088,3378514,2114878,124516,50144,18361,56011
2019:Q2,RemainingTop1,19503416,20203396,3240767,327266,8440206,716974,860619,2905308,3712257,699980,508478,49610,141892
2019:Q2,Next9,42189485,44916786,8920022,1184192,9927132,8540473,5044006,3922009,7378952,2727302,2335087,261291,130924
2019:Q2,Next40,30017582,36736388,12724728,2348069,3022567,7266873,3851594,1554014,5968542,6718806,5063399,1389153,266254
2019:Q2,Bottom50,1753450,6622542,3264773,1311920,160567,261102,494726,187991,941463,4869092,2273856,2333706,261530
2019:Q3,TopPt1,12973928,13101872,1112140,385829,5879648,44624,116330,3425174,2138127,127944,50196,18739,59009
2019:Q3,RemainingTop1,19553553,20257613,3230895,329804,8481425,730144,849211,2893702,3742433,704060,516405,47253,140402
2019:Q3,Next9,42447750,45197694,8921527,1225426,9887353,8552257,5120125,3982881,7508126,2749944,2367408,262330,120206
2019:Q3,Next40,30279158,37063618,12847513,2363678,2988586,7383864,3872384,1559953,6047640,6784460,5103792,1410213,270455
2019:Q3,Bottom50,1888822,6818795,3431729,1319986,153183,270856,502877,193528,946635,4929973,2281460,2385623,262890
2019:Q4,TopPt1,13636594,13768566,1133952,383419,6417017,64501,125173,3423467,2221038,131973,50876,21193,59904
2019:Q4,RemainingTop1,20065764,20774271,3233925,330517,8877625,749223,912035,2919509,3751437,708508,504266,52354,151888
2019:Q4,Next9,43464552,46248722,9005909,1245151,10646940,8463488,5278135,3976995,7632104,2784171,2381681,282539,119951
2019:Q4,Next40,31344044,38200810,13078643,2385055,3233391,7594491,4074381,1590574,6244275,6856766,5151820,1438056,266890
2019:Q4,Bottom50,1975583,6938266,3435082,1327201,187008,290973,522972,190910,984119,4962683,2297037,2398049,267597
